
country, date, income, users, orders, complaints
Sweden,2019-05-05,1752,30,37,2
Sweden,2019-05-06,1118,19,31,1
Sweden,2019-05-07,429,0,44,4
Sweden,2019-05-08,2218,30,24,4
Sweden,2019-05-09,923,77,46,3
Sweden,2019-05-10,311,47,29,3
Sweden,2019-05-11,2100,39,8,4
Sweden,2019-05-12,1622,34,23,0
Sweden,2019-05-13,1300,25,1,4
Sweden,2019-05-14,1199,45,30,1
Sweden,2019-05-15,1138,43,2,5
Sweden,2019-05-16,1316,16,31,2
Sweden,2019-05-17,1473,25,45,5
Sweden,2019-05-18,2282,52,50,4
Sweden,2019-05-19,2466,12,13,2
Sweden,2019-05-20,531,79,10,4
Sweden,2019-05-21,2133,15,14,2
Sweden,2019-05-22,220,4,27,4
Sweden,2019-05-23,1393,25,20,3
Sweden,2019-05-24,2930,28,26,5
Sweden,2019-05-25,2960,76,30,1
Sweden,2019-05-26,252,10,19,5
Sweden,2019-05-27,223,10,8,2
Sweden,2019-05-28,1109,69,43,4
Sweden,2019-05-29,1864,14,27,2
Sweden,2019-05-30,442,52,7,0
Sweden,2019-05-31,1459,20,21,1
Sweden,2019-06-01,330,77,27,4
Sweden,2019-06-02,2003,42,2,2
Sweden,2019-06-03,1091,69,48,0
Sweden,2019-06-04,2805,12,23,1
Sweden,2019-06-05,766,14,48,3
Sweden,2019-06-06,2602,50,12,5
Sweden,2019-06-07,11,78,25,5
Sweden,2019-06-08,647,9,2,0
Sweden,2019-06-09,2848,41,19,4
Sweden,2019-06-10,2410,28,1,1
Sweden,2019-06-11,57,44,12,3
Sweden,2019-06-12,2957,4,30,1
Sweden,2019-06-13,1339,4,40,0
Sweden,2019-06-14,1164,49,7,5
Sweden,2019-06-15,2094,40,37,1
Sweden,2019-06-16,2893,59,5,3
Sweden,2019-06-17,2319,40,37,5
Sweden,2019-06-18,1479,23,33,5
Sweden,2019-06-19,286,39,34,5
Sweden,2019-06-20,1249,47,44,0
Sweden,2019-06-21,326,8,6,0
Sweden,2019-06-22,1490,23,13,5
Sweden,2019-06-23,2386,41,7,5
Sweden,2019-06-24,280,47,25,4
Sweden,2019-06-25,128,41,9,4
Sweden,2019-06-26,421,68,18,1
Sweden,2019-06-27,2054,50,12,0
Sweden,2019-06-28,2542,77,39,0
Sweden,2019-06-29,241,50,8,3
Sweden,2019-06-30,594,11,0,5
Sweden,2019-07-01,1887,64,41,2
Sweden,2019-07-02,2861,34,50,2
Sweden,2019-07-03,1132,63,38,4
Sweden,2019-07-04,748,48,8,2
Sweden,2019-07-05,2301,69,35,3
Sweden,2019-07-06,178,13,25,5
Sweden,2019-07-07,567,40,42,1
Sweden,2019-07-08,2748,56,18,2
Sweden,2019-07-09,335,14,35,0
Sweden,2019-07-10,1226,53,36,0
Sweden,2019-07-11,1943,38,15,3
Sweden,2019-07-12,2951,28,4,4
Sweden,2019-07-13,2211,20,24,5
Sweden,2019-07-14,2926,6,41,2
Sweden,2019-07-15,1053,72,34,5
Sweden,2019-07-16,2048,62,4,4
Sweden,2019-07-17,2292,37,45,3
Sweden,2019-07-18,2650,51,41,3
Sweden,2019-07-19,707,13,28,4
Sweden,2019-07-20,99,41,28,4
Sweden,2019-07-21,768,46,36,1
Sweden,2019-07-22,2334,0,47,5
Sweden,2019-07-23,1446,65,18,3
Sweden,2019-07-24,2207,29,38,0
Sweden,2019-07-25,834,70,13,2
Sweden,2019-07-26,2184,19,20,0
Sweden,2019-07-27,1502,16,15,1
Sweden,2019-07-28,553,45,10,2
Sweden,2019-07-29,328,29,44,2
Sweden,2019-07-30,127,59,5,0
Sweden,2019-07-31,1347,0,13,1
Sweden,2019-08-01,1308,40,12,1
Sweden,2019-08-02,428,48,17,0
Sweden,2019-08-03,2951,50,15,3
Sweden,2019-08-04,1840,42,20,0
Sweden,2019-08-05,1975,72,5,1
Sweden,2019-08-06,1598,11,17,2
Sweden,2019-08-07,57,16,17,4
Sweden,2019-08-08,2849,62,50,3
Sweden,2019-08-09,135,59,46,0
Sweden,2019-08-10,1162,78,10,3
Sweden,2019-08-11,1528,3,32,4
Sweden,2019-08-12,1670,27,14,2
Sweden,2019-08-13,2687,51,38,2
Sweden,2019-08-14,1782,2,5,4
Sweden,2019-08-15,372,48,27,4
Sweden,2019-08-16,1868,44,30,2
Sweden,2019-08-17,648,9,47,3
Sweden,2019-08-18,1920,76,26,0
Sweden,2019-08-19,1309,63,15,2
Sweden,2019-08-20,2152,30,10,0
Sweden,2019-08-21,1241,23,9,5
Sweden,2019-08-22,2419,71,12,0
Sweden,2019-08-23,847,9,24,1
Sweden,2019-08-24,516,8,16,5
Sweden,2019-08-25,1159,19,23,0
Sweden,2019-08-26,1336,31,21,5
Sweden,2019-08-27,29,76,44,2
Sweden,2019-08-28,1524,36,28,1
Sweden,2019-08-29,108,27,50,2
Sweden,2019-08-30,2815,9,40,0
Sweden,2019-08-31,2904,42,7,0
Sweden,2019-09-01,2658,42,0,3
Sweden,2019-09-02,1294,34,5,2
Sweden,2019-09-03,1001,15,34,0
Sweden,2019-09-04,917,14,10,5
Sweden,2019-09-05,1834,80,32,5
Sweden,2019-09-06,1763,57,6,0
Sweden,2019-09-07,824,80,25,4
Sweden,2019-09-08,2560,26,31,4
Sweden,2019-09-09,1031,66,45,0
Sweden,2019-09-10,2654,62,9,5
Sweden,2019-09-11,2750,69,4,4
Sweden,2019-09-12,2263,10,41,5
Sweden,2019-09-13,2850,29,32,0
Sweden,2019-09-14,2374,37,45,3
Sweden,2019-09-15,2838,47,4,5
Sweden,2019-09-16,1620,79,25,3
Sweden,2019-09-17,1809,63,37,2
Sweden,2019-09-18,725,21,35,5
Sweden,2019-09-19,1922,49,35,3
Sweden,2019-09-20,143,6,40,1
Sweden,2019-09-21,319,65,33,5
Sweden,2019-09-22,1527,48,34,5
Sweden,2019-09-23,290,47,10,1
Sweden,2019-09-24,1906,35,14,5
Sweden,2019-09-25,231,73,8,2
Sweden,2019-09-26,1147,22,25,2
Sweden,2019-09-27,1713,56,48,3
Sweden,2019-09-28,824,18,10,4
Sweden,2019-09-29,1035,61,0,3
Sweden,2019-09-30,1559,12,15,4
Sweden,2019-10-01,2635,0,27,4
Sweden,2019-10-02,438,24,38,5
Sweden,2019-10-03,2354,70,12,5
Sweden,2019-10-04,1526,34,37,4
Sweden,2019-10-05,1218,49,48,2
Sweden,2019-10-06,1583,60,22,3
Sweden,2019-10-07,2392,19,23,5
Sweden,2019-10-08,552,38,9,1
Sweden,2019-10-09,37,30,11,1
Sweden,2019-10-10,1029,34,11,0
Sweden,2019-10-11,277,28,7,1
Sweden,2019-10-12,1009,19,44,1
Sweden,2019-10-13,413,21,20,5
Sweden,2019-10-14,1894,45,47,0
Sweden,2019-10-15,2269,50,34,3
Sweden,2019-10-16,1720,65,6,5
Sweden,2019-10-17,803,16,6,2
Sweden,2019-10-18,817,44,29,5
Sweden,2019-10-19,734,69,25,0
Sweden,2019-10-20,1477,44,41,1
Sweden,2019-10-21,1552,50,44,1
Sweden,2019-10-22,989,77,8,2
Sweden,2019-10-23,636,68,30,3
Sweden,2019-10-24,1618,48,18,1
Sweden,2019-10-25,1411,15,3,5
Sweden,2019-10-26,1222,29,4,4
Sweden,2019-10-27,1333,1,13,3
Sweden,2019-10-28,1208,28,36,4
Sweden,2019-10-29,1941,16,42,4
Sweden,2019-10-30,2213,52,11,2
Sweden,2019-10-31,2711,79,11,4
Sweden,2019-11-01,908,72,11,0
Sweden,2019-11-02,2264,21,15,4
Sweden,2019-11-03,621,59,22,2
Sweden,2019-11-04,2707,28,22,2
Sweden,2019-11-05,1502,48,27,2
Sweden,2019-11-06,2617,30,21,1
Sweden,2019-11-07,1580,57,40,1
Sweden,2019-11-08,2563,0,29,2
Sweden,2019-11-09,2436,54,10,1
Sweden,2019-11-10,2430,49,19,3
Sweden,2019-11-11,1004,32,42,4
Sweden,2019-11-12,708,45,38,4
Sweden,2019-11-13,2574,23,48,1
Sweden,2019-11-14,2419,66,22,0
Sweden,2019-11-15,2292,45,35,2
Sweden,2019-11-16,2954,15,32,0
Sweden,2019-11-17,2319,23,25,3
Sweden,2019-11-18,2638,19,6,2
Sweden,2019-11-19,1606,73,50,0
Sweden,2019-11-20,2871,0,33,0
Sweden,2019-11-21,2515,15,44,3
Sweden,2019-11-22,1288,62,38,3
Sweden,2019-11-23,2662,6,29,3
Sweden,2019-11-24,893,10,19,5
Sweden,2019-11-25,118,63,49,2
Sweden,2019-11-26,557,62,2,0
Sweden,2019-11-27,543,61,19,1
Sweden,2019-11-28,2467,62,18,2
Sweden,2019-11-29,1238,19,23,3
Sweden,2019-11-30,2154,77,21,4
Sweden,2019-12-01,1685,45,9,2
Sweden,2019-12-02,2373,48,36,1
Sweden,2019-12-03,2315,65,10,2
Sweden,2019-12-04,2849,36,44,3
Sweden,2019-12-05,2551,30,8,4
Sweden,2019-12-06,852,68,36,2
Sweden,2019-12-07,2434,11,50,3
Sweden,2019-12-08,2293,40,38,4
Sweden,2019-12-09,1177,8,17,5
Sweden,2019-12-10,781,23,12,3
Sweden,2019-12-11,1045,43,50,0
Sweden,2019-12-12,2677,32,43,4
Sweden,2019-12-13,407,76,1,2
Sweden,2019-12-14,984,59,23,3
Sweden,2019-12-15,1746,76,41,2
Sweden,2019-12-16,957,1,23,2
Sweden,2019-12-17,1079,15,26,4
Sweden,2019-12-18,2801,17,12,3
Sweden,2019-12-19,2118,67,31,3
Sweden,2019-12-20,519,18,6,3
Sweden,2019-12-21,1748,28,32,2
Sweden,2019-12-22,2420,38,11,0
Sweden,2019-12-23,1421,28,4,4
Sweden,2019-12-24,770,26,23,1
Sweden,2019-12-25,2838,31,23,5
Sweden,2019-12-26,1575,34,42,2
Sweden,2019-12-27,2663,50,17,0
Sweden,2019-12-28,2567,76,29,2
Sweden,2019-12-29,552,1,32,1
Sweden,2019-12-30,2949,43,1,5
Sweden,2019-12-31,354,14,37,5
Sweden,2020-01-01,190,7,35,0
Sweden,2020-01-02,256,2,22,1
Sweden,2020-01-03,361,11,12,1
Sweden,2020-01-04,1615,71,47,4
Sweden,2020-01-05,2368,39,11,4
Sweden,2020-01-06,1729,6,46,4
Sweden,2020-01-07,1696,67,45,4
Sweden,2020-01-08,346,1,47,3
Sweden,2020-01-09,2994,46,8,0
Sweden,2020-01-10,1091,14,39,4
Sweden,2020-01-11,1200,8,24,3
Sweden,2020-01-12,1970,25,31,1
Sweden,2020-01-13,595,20,9,3
Sweden,2020-01-14,1039,27,44,1
Sweden,2020-01-15,1912,5,21,0
Sweden,2020-01-16,2207,48,11,1
Sweden,2020-01-17,1876,64,1,0
Sweden,2020-01-18,426,1,2,3
Sweden,2020-01-19,2790,5,14,5
Sweden,2020-01-20,1655,8,22,1
Sweden,2020-01-21,2402,76,13,5
Sweden,2020-01-22,2188,47,39,3
Sweden,2020-01-23,2580,75,22,4
Sweden,2020-01-24,2948,43,49,2
Sweden,2020-01-25,2983,23,30,5
Sweden,2020-01-26,830,34,1,5
Sweden,2020-01-27,2149,39,14,0
Sweden,2020-01-28,933,66,46,3
Sweden,2020-01-29,2728,14,32,3
Sweden,2020-01-30,1273,78,13,5
Sweden,2020-01-31,331,25,16,1
Sweden,2020-02-01,1195,64,40,5
Sweden,2020-02-02,2704,69,44,0
Sweden,2020-02-03,1740,48,13,0
Sweden,2020-02-04,2565,70,39,0
Sweden,2020-02-05,981,33,11,1
Sweden,2020-02-06,802,46,1,0
Sweden,2020-02-07,2714,26,1,2
Sweden,2020-02-08,56,1,22,5
Sweden,2020-02-09,2399,5,19,5
Sweden,2020-02-10,1123,74,4,2
Sweden,2020-02-11,448,26,22,3
Sweden,2020-02-12,1643,51,46,0
Sweden,2020-02-13,2568,11,27,5
Sweden,2020-02-14,1990,26,19,0
Sweden,2020-02-15,2372,43,37,2
Sweden,2020-02-16,2718,70,8,0
Sweden,2020-02-17,1355,12,25,2
Sweden,2020-02-18,2184,0,29,2
Sweden,2020-02-19,1960,36,8,1
Sweden,2020-02-20,2642,68,22,2
Sweden,2020-02-21,614,72,27,5
Sweden,2020-02-22,55,63,2,5
Sweden,2020-02-23,1594,16,2,4
Sweden,2020-02-24,1519,74,37,1
Sweden,2020-02-25,1797,73,4,0
Sweden,2020-02-26,1458,41,24,1
Sweden,2020-02-27,259,11,21,1
Sweden,2020-02-28,1445,20,41,2
Sweden,2020-02-29,522,12,5,0
Sweden,2020-03-01,2261,17,32,4
Sweden,2020-03-02,894,27,49,0
Sweden,2020-03-03,2437,49,49,2
Sweden,2020-03-04,1033,28,39,3
Sweden,2020-03-05,1480,72,39,4
Sweden,2020-03-06,1015,66,42,4
Sweden,2020-03-07,329,80,25,5
Sweden,2020-03-08,2674,48,33,4
Sweden,2020-03-09,1795,36,33,3
Sweden,2020-03-10,350,50,44,0
Sweden,2020-03-11,346,71,16,1
Sweden,2020-03-12,1713,24,6,5
Sweden,2020-03-13,1873,3,35,0
Sweden,2020-03-14,2181,23,48,4
Sweden,2020-03-15,1795,62,20,5
Sweden,2020-03-16,2222,41,48,0
Sweden,2020-03-17,972,57,26,0
Sweden,2020-03-18,550,68,33,1
Sweden,2020-03-19,2737,31,24,1
Sweden,2020-03-20,564,26,13,5
Sweden,2020-03-21,2655,7,26,4
Sweden,2020-03-22,2315,19,27,5
Sweden,2020-03-23,1854,47,8,5
Sweden,2020-03-24,2680,23,6,2
Sweden,2020-03-25,2384,9,33,3
Sweden,2020-03-26,2293,42,9,4
Sweden,2020-03-27,2834,64,7,5
Sweden,2020-03-28,2042,51,31,2
Sweden,2020-03-29,1988,0,24,3
Sweden,2020-03-30,1904,37,41,3
Sweden,2020-03-31,209,72,21,2
Sweden,2020-04-01,465,50,31,4
Sweden,2020-04-02,2715,40,7,1
Sweden,2020-04-03,721,72,27,1
Sweden,2020-04-04,1683,72,0,1
Sweden,2020-04-05,1352,42,49,0
Sweden,2020-04-06,435,47,8,0
Sweden,2020-04-07,2030,53,25,2
Sweden,2020-04-08,2479,37,31,1
Sweden,2020-04-09,1712,6,44,0
Sweden,2020-04-10,2490,14,46,5
Sweden,2020-04-11,1791,71,48,2
Sweden,2020-04-12,132,42,35,4
Sweden,2020-04-13,1015,25,15,2
Sweden,2020-04-14,26,52,34,1
Sweden,2020-04-15,1630,68,1,4
Sweden,2020-04-16,2906,19,50,2
Sweden,2020-04-17,2708,48,16,2
Sweden,2020-04-18,553,19,36,2
Sweden,2020-04-19,1053,59,36,1
Sweden,2020-04-20,1926,50,5,5
Sweden,2020-04-21,43,5,17,4
Sweden,2020-04-22,1511,24,16,5
Sweden,2020-04-23,1094,21,24,2
Sweden,2020-04-24,2063,12,26,1
Sweden,2020-04-25,1891,30,50,2
Sweden,2020-04-26,284,73,7,2
Sweden,2020-04-27,927,16,25,4
Sweden,2020-04-28,1531,62,2,1
Sweden,2020-04-29,1295,36,21,2
Sweden,2020-04-30,1078,49,48,2
Sweden,2020-05-01,1891,0,21,1
Sweden,2020-05-02,2511,22,41,5
Sweden,2020-05-03,853,51,1,3
Sweden,2020-05-04,2785,74,12,4
Sweden,2020-05-05,844,54,6,0
Sweden,2020-05-06,1987,28,8,3
Sweden,2020-05-07,2702,26,38,5
Sweden,2020-05-08,887,65,19,2
Sweden,2020-05-09,502,41,5,1
Sweden,2020-05-10,1333,59,12,4
Sweden,2020-05-11,1347,9,3,5
Sweden,2020-05-12,1362,49,29,2
Sweden,2020-05-13,132,46,29,4
Sweden,2020-05-14,1269,6,30,0
Sweden,2020-05-15,655,3,34,1
Sweden,2020-05-16,1118,43,16,5
Sweden,2020-05-17,1617,9,45,5
Sweden,2020-05-18,1357,2,18,5
Sweden,2020-05-19,2841,30,7,1
Sweden,2020-05-20,2325,31,12,1
Sweden,2020-05-21,1148,77,30,1
United Arab Emirates,2019-02-11,2241,49,44,3
United Arab Emirates,2019-02-12,2379,19,7,2
United Arab Emirates,2019-02-13,1736,14,46,4
United Arab Emirates,2019-02-14,1712,57,29,2
United Arab Emirates,2019-02-15,526,72,46,0
United Arab Emirates,2019-02-16,2963,75,12,5
United Arab Emirates,2019-02-17,2651,48,37,5
United Arab Emirates,2019-02-18,1166,25,36,5
United Arab Emirates,2019-02-19,1985,65,3,2
United Arab Emirates,2019-02-20,1298,58,10,4
United Arab Emirates,2019-02-21,425,24,13,3
United Arab Emirates,2019-02-22,248,76,15,2
United Arab Emirates,2019-02-23,295,15,39,3
United Arab Emirates,2019-02-24,953,6,23,1
United Arab Emirates,2019-02-25,933,79,26,0
United Arab Emirates,2019-02-26,1437,28,18,4
United Arab Emirates,2019-02-27,2391,36,29,2
United Arab Emirates,2019-02-28,2413,31,18,0
United Arab Emirates,2019-03-01,556,27,15,0
United Arab Emirates,2019-03-02,2459,53,34,5
United Arab Emirates,2019-03-03,2224,59,31,1
United Arab Emirates,2019-03-04,2066,23,45,4
United Arab Emirates,2019-03-05,944,29,24,4
United Arab Emirates,2019-03-06,2007,34,2,0
United Arab Emirates,2019-03-07,2166,62,33,1
United Arab Emirates,2019-03-08,413,41,1,5
United Arab Emirates,2019-03-09,2775,15,13,5
United Arab Emirates,2019-03-10,2320,80,14,4
United Arab Emirates,2019-03-11,756,59,40,5
United Arab Emirates,2019-03-12,1824,71,28,5
United Arab Emirates,2019-03-13,1847,41,20,1
United Arab Emirates,2019-03-14,1987,32,16,1
United Arab Emirates,2019-03-15,1286,30,28,5
United Arab Emirates,2019-03-16,261,25,11,3
United Arab Emirates,2019-03-17,2914,71,8,0
United Arab Emirates,2019-03-18,2232,65,34,1
United Arab Emirates,2019-03-19,124,30,8,5
United Arab Emirates,2019-03-20,1782,41,41,1
United Arab Emirates,2019-03-21,35,14,29,0
United Arab Emirates,2019-03-22,1386,79,18,4
United Arab Emirates,2019-03-23,1119,38,7,4
United Arab Emirates,2019-03-24,662,35,48,5
United Arab Emirates,2019-03-25,1538,52,25,3
United Arab Emirates,2019-03-26,2095,44,18,4
United Arab Emirates,2019-03-27,1614,18,33,3
United Arab Emirates,2019-03-28,994,32,39,4
United Arab Emirates,2019-03-29,2013,47,7,1
United Arab Emirates,2019-03-30,1975,34,42,3
United Arab Emirates,2019-03-31,1704,13,24,3
United Arab Emirates,2019-04-01,27,40,48,1
United Arab Emirates,2019-04-02,1669,75,27,2
United Arab Emirates,2019-04-03,186,63,1,5
United Arab Emirates,2019-04-04,525,43,3,5
United Arab Emirates,2019-04-05,1132,21,11,5
United Arab Emirates,2019-04-06,2754,72,39,4
United Arab Emirates,2019-04-07,735,7,7,4
United Arab Emirates,2019-04-08,1669,2,31,0
United Arab Emirates,2019-04-09,2584,8,34,1
United Arab Emirates,2019-04-10,746,21,45,1
United Arab Emirates,2019-04-11,2661,72,41,3
United Arab Emirates,2019-04-12,970,2,21,3
United Arab Emirates,2019-04-13,1341,25,3,1
United Arab Emirates,2019-04-14,1181,66,13,1
United Arab Emirates,2019-04-15,2308,37,16,1
United Arab Emirates,2019-04-16,2195,74,18,1
United Arab Emirates,2019-04-17,2531,61,50,5
United Arab Emirates,2019-04-18,2432,51,0,2
United Arab Emirates,2019-04-19,424,61,13,0
United Arab Emirates,2019-04-20,1290,65,50,4
United Arab Emirates,2019-04-21,454,32,26,4
United Arab Emirates,2019-04-22,1498,45,9,4
United Arab Emirates,2019-04-23,2074,51,17,0
United Arab Emirates,2019-04-24,1256,20,13,1
United Arab Emirates,2019-04-25,1092,56,6,0
United Arab Emirates,2019-04-26,1126,15,34,5
United Arab Emirates,2019-04-27,1562,36,16,4
United Arab Emirates,2019-04-28,2136,11,1,1
United Arab Emirates,2019-04-29,1752,4,26,0
United Arab Emirates,2019-04-30,1915,69,26,4
United Arab Emirates,2019-05-01,1522,6,32,1
United Arab Emirates,2019-05-02,1357,79,14,0
United Arab Emirates,2019-05-03,1319,14,6,3
United Arab Emirates,2019-05-04,831,23,44,5
United Arab Emirates,2019-05-05,1603,29,26,5
United Arab Emirates,2019-05-06,1473,6,29,5
United Arab Emirates,2019-05-07,269,8,50,5
United Arab Emirates,2019-05-08,18,68,4,2
United Arab Emirates,2019-05-09,968,61,19,4
United Arab Emirates,2019-05-10,1896,67,32,0
United Arab Emirates,2019-05-11,1872,34,27,0
United Arab Emirates,2019-05-12,139,27,23,5
United Arab Emirates,2019-05-13,2209,50,10,5
United Arab Emirates,2019-05-14,548,71,36,2
United Arab Emirates,2019-05-15,12,32,16,1
United Arab Emirates,2019-05-16,2436,53,34,3
United Arab Emirates,2019-05-17,2457,15,31,5
United Arab Emirates,2019-05-18,2727,38,30,2
United Arab Emirates,2019-05-19,2547,44,25,1
United Arab Emirates,2019-05-20,1895,2,16,5
United Arab Emirates,2019-05-21,2403,49,42,5
United Arab Emirates,2019-05-22,2283,7,43,5
United Arab Emirates,2019-05-23,584,47,11,3
United Arab Emirates,2019-05-24,1142,1,3,0
United Arab Emirates,2019-05-25,2415,27,39,1
United Arab Emirates,2019-05-26,936,53,18,2
United Arab Emirates,2019-05-27,2209,11,50,2
United Arab Emirates,2019-05-28,490,70,7,1
United Arab Emirates,2019-05-29,302,17,32,3
United Arab Emirates,2019-05-30,314,37,1,1
United Arab Emirates,2019-05-31,446,64,47,2
United Arab Emirates,2019-06-01,1230,38,35,5
United Arab Emirates,2019-06-02,3,30,10,5
United Arab Emirates,2019-06-03,2215,69,2,0
United Arab Emirates,2019-06-04,2402,22,12,1
United Arab Emirates,2019-06-05,1571,21,17,3
United Arab Emirates,2019-06-06,2325,3,35,3
United Arab Emirates,2019-06-07,15,33,15,0
United Arab Emirates,2019-06-08,662,56,29,0
United Arab Emirates,2019-06-09,2331,32,36,0
United Arab Emirates,2019-06-10,779,54,28,3
United Arab Emirates,2019-06-11,2729,65,44,3
United Arab Emirates,2019-06-12,2243,68,50,3
United Arab Emirates,2019-06-13,2196,67,47,3
United Arab Emirates,2019-06-14,471,43,17,1
United Arab Emirates,2019-06-15,1369,9,9,5
United Arab Emirates,2019-06-16,1897,42,23,3
United Arab Emirates,2019-06-17,832,5,8,3
United Arab Emirates,2019-06-18,1364,56,50,5
United Arab Emirates,2019-06-19,1972,3,25,0
United Arab Emirates,2019-06-20,1356,44,48,2
United Arab Emirates,2019-06-21,1231,4,13,4
United Arab Emirates,2019-06-22,1130,46,10,3
United Arab Emirates,2019-06-23,2989,35,14,4
United Arab Emirates,2019-06-24,2214,8,24,2
United Arab Emirates,2019-06-25,957,9,22,3
United Arab Emirates,2019-06-26,2895,38,4,2
United Arab Emirates,2019-06-27,181,7,36,0
United Arab Emirates,2019-06-28,1366,10,46,1
United Arab Emirates,2019-06-29,1725,28,33,2
United Arab Emirates,2019-06-30,2382,69,3,5
United Arab Emirates,2019-07-01,1760,17,15,3
United Arab Emirates,2019-07-02,1141,44,14,0
United Arab Emirates,2019-07-03,1043,6,16,4
United Arab Emirates,2019-07-04,2001,68,20,5
United Arab Emirates,2019-07-05,123,80,26,4
United Arab Emirates,2019-07-06,2547,1,19,3
United Arab Emirates,2019-07-07,1019,42,48,1
United Arab Emirates,2019-07-08,562,61,7,4
United Arab Emirates,2019-07-09,2984,51,32,0
United Arab Emirates,2019-07-10,304,55,14,0
United Arab Emirates,2019-07-11,228,26,36,4
United Arab Emirates,2019-07-12,1748,0,36,0
United Arab Emirates,2019-07-13,2937,51,30,4
United Arab Emirates,2019-07-14,380,50,14,2
United Arab Emirates,2019-07-15,517,47,44,2
United Arab Emirates,2019-07-16,1285,44,26,1
United Arab Emirates,2019-07-17,2248,52,38,0
United Arab Emirates,2019-07-18,2094,8,7,4
United Arab Emirates,2019-07-19,1424,17,31,4
United Arab Emirates,2019-07-20,2592,48,2,0
United Arab Emirates,2019-07-21,2524,68,23,1
United Arab Emirates,2019-07-22,1739,40,6,2
United Arab Emirates,2019-07-23,1259,33,28,0
United Arab Emirates,2019-07-24,287,19,31,5
United Arab Emirates,2019-07-25,2233,40,28,5
United Arab Emirates,2019-07-26,1573,44,18,3
United Arab Emirates,2019-07-27,366,31,21,0
United Arab Emirates,2019-07-28,2102,37,49,1
United Arab Emirates,2019-07-29,512,45,29,4
United Arab Emirates,2019-07-30,2295,11,33,5
United Arab Emirates,2019-07-31,1005,33,47,2
United Arab Emirates,2019-08-01,1043,44,16,3
United Arab Emirates,2019-08-02,938,8,50,5
United Arab Emirates,2019-08-03,2381,63,22,1
United Arab Emirates,2019-08-04,2217,53,24,0
United Arab Emirates,2019-08-05,841,8,10,4
United Arab Emirates,2019-08-06,2416,35,24,3
United Arab Emirates,2019-08-07,1245,30,11,3
United Arab Emirates,2019-08-08,2157,10,27,4
United Arab Emirates,2019-08-09,381,57,0,5
United Arab Emirates,2019-08-10,1908,65,18,2
United Arab Emirates,2019-08-11,1258,78,6,4
United Arab Emirates,2019-08-12,1402,50,6,3
United Arab Emirates,2019-08-13,2903,45,3,1
United Arab Emirates,2019-08-14,2509,35,41,2
United Arab Emirates,2019-08-15,1820,10,32,2
United Arab Emirates,2019-08-16,2153,42,11,3
United Arab Emirates,2019-08-17,170,18,19,3
United Arab Emirates,2019-08-18,724,57,9,4
United Arab Emirates,2019-08-19,2330,50,8,3
United Arab Emirates,2019-08-20,2945,20,34,2
United Arab Emirates,2019-08-21,1756,45,36,5
United Arab Emirates,2019-08-22,1893,1,33,0
United Arab Emirates,2019-08-23,90,65,36,0
United Arab Emirates,2019-08-24,597,48,2,4
United Arab Emirates,2019-08-25,2690,1,35,1
United Arab Emirates,2019-08-26,2169,56,15,1
United Arab Emirates,2019-08-27,1622,41,8,5
United Arab Emirates,2019-08-28,2117,77,43,4
United Arab Emirates,2019-08-29,2653,72,10,1
United Arab Emirates,2019-08-30,1227,11,2,1
United Arab Emirates,2019-08-31,2221,3,35,0
United Arab Emirates,2019-09-01,2355,75,14,1
United Arab Emirates,2019-09-02,2933,69,32,5
United Arab Emirates,2019-09-03,373,26,36,5
United Arab Emirates,2019-09-04,2656,12,29,4
United Arab Emirates,2019-09-05,1956,10,36,3
United Arab Emirates,2019-09-06,745,32,15,2
United Arab Emirates,2019-09-07,1271,39,2,0
United Arab Emirates,2019-09-08,2274,51,14,0
United Arab Emirates,2019-09-09,2562,30,48,3
United Arab Emirates,2019-09-10,1834,15,28,0
United Arab Emirates,2019-09-11,66,18,34,5
United Arab Emirates,2019-09-12,1558,50,22,2
United Arab Emirates,2019-09-13,2072,75,28,5
United Arab Emirates,2019-09-14,875,4,10,1
United Arab Emirates,2019-09-15,1338,31,30,1
United Arab Emirates,2019-09-16,177,55,32,4
United Arab Emirates,2019-09-17,2254,58,27,0
United Arab Emirates,2019-09-18,452,25,18,0
United Arab Emirates,2019-09-19,1961,42,18,3
United Arab Emirates,2019-09-20,2944,5,24,3
United Arab Emirates,2019-09-21,1414,51,47,2
United Arab Emirates,2019-09-22,2901,64,28,4
United Arab Emirates,2019-09-23,1208,59,2,5
United Arab Emirates,2019-09-24,2244,21,12,2
United Arab Emirates,2019-09-25,2814,69,30,5
United Arab Emirates,2019-09-26,661,47,24,3
United Arab Emirates,2019-09-27,2091,25,33,0
United Arab Emirates,2019-09-28,1297,12,8,3
United Arab Emirates,2019-09-29,410,34,31,1
United Arab Emirates,2019-09-30,944,74,15,2
United Arab Emirates,2019-10-01,381,10,23,0
United Arab Emirates,2019-10-02,1843,80,5,5
United Arab Emirates,2019-10-03,1691,66,40,5
United Arab Emirates,2019-10-04,1946,15,18,2
United Arab Emirates,2019-10-05,1991,72,31,3
United Arab Emirates,2019-10-06,2624,13,6,1
United Arab Emirates,2019-10-07,2737,43,28,2
United Arab Emirates,2019-10-08,966,8,12,0
United Arab Emirates,2019-10-09,2674,78,25,4
United Arab Emirates,2019-10-10,2649,74,38,1
United Arab Emirates,2019-10-11,1175,74,21,5
United Arab Emirates,2019-10-12,942,52,16,2
United Arab Emirates,2019-10-13,2149,22,17,5
